Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI_14
2022-01-03 00:00:00-05:00,47.90363401647494,49.36902887584235,47.85725787280894,49.35047912597656,33857600,0.0,0.0,,,49.35047912597656,
2022-01-04 00:00:00-05:00,49.684367570504094,50.02752909817222,48.83110030430163,49.28555679321289,45681400,0.0,0.0,,,49.34429604666574,
2022-01-05 00:00:00-05:00,50.25940110621688,52.095784086568784,49.925516186337504,49.96261215209961,59109300,0.0,0.0,,,49.403183294802304,
2022-01-06 00:00:00-05:00,50.64893875943675,50.70458447701535,49.54525152074919,50.09245681762695,35757900,0.0,0.0,,,49.46882839221418,
2022-01-07 00:00:00-05:00,50.25940057905962,50.44489455793817,49.29483825729722,49.56380081176758,30717200,0.0,0.0,,,49.477873384552595,
2022-01-10 00:00:00-05:00,50.05536504019112,51.29817021481781,49.44323732958416,51.20542144775391,49260800,0.0,0.0,,,49.64240177152415,
2022-01-11 00:00:00-05:00,51.47437991723928,52.01231207227358,50.76023043797126,51.85464096069336,39795200,0.0,0.0,,,49.85309121811169,
2022-01-12 00:00:00-05:00,52.06796012378698,52.19780484620986,50.83443172276632,51.69697570800781,29136800,0.0,0.0,,,50.02869926476847,
2022-01-13 00:00:00-05:00,51.938121359451486,52.13288846542853,50.797338047009696,50.95500564575195,29605400,0.0,0.0,,,50.11691892010023,
2022-01-14 00:00:00-05:00,50.87152923582224,51.72480014028671,50.57474027896593,51.65987777709961,30151500,0.0,0.0,,,50.263867382671606,
2022-01-18 00:00:00-05:00,51.2981685923273,51.61350731436344,50.71386376131842,50.78805923461914,35313800,0.0,0.0,,,50.31379041619042,
2022-01-19 00:00:00-05:00,50.66749026527295,50.87153046679681,49.67510150339549,49.73074722290039,30595100,0.0,0.0,,,50.25826249301994,
2022-01-20 00:00:00-05:00,49.95334278620211,50.16665964182413,48.172605390134336,48.26535415649414,28582600,0.0,0.0,,,50.068461699065104,
2022-01-21 00:00:00-05:00,48.30245366303806,49.27629271279209,48.18188203577216,48.26535415649414,46372400,0.0,0.0,,,49.8967371712012,43.75672428573874
2022-01-24 00:00:00-05:00,47.74596613081122,48.3488206590854,46.262021421525446,48.17259979248047,64198400,0.0,0.0,,,49.73253361132304,43.294629431932584
2022-01-25 00:00:00-05:00,47.310058171713926,47.87581322582321,46.60518528433407,47.30078506469727,44095400,0.0,0.0,,,49.5009385116444,39.65186399147165
2022-01-26 00:00:00-05:00,47.42135596612733,48.89602761969565,47.06891775877047,47.94073486328125,54895400,0.0,0.0,,,49.35234768799077,39.41745835950567
2022-01-27 00:00:00-05:00,46.35476867510513,46.42896768283003,44.31434195671484,44.56475830078125,89642800,0.0,0.0,,,48.89638679397082,28.405778873129847
2022-01-28 00:00:00-05:00,44.24941747307896,44.70387752860311,42.94169009763616,44.26796722412109,61945400,0.0,0.0,,,48.455584930175604,28.929867457097686
2022-01-31 00:00:00-05:00,44.2216004086862,45.32528420525484,43.87843881445961,45.27891159057617,51828400,0.0,0.0,49.010104942321775,,48.153044612118514,25.174803943782734
2022-02-01 00:00:00-05:00,45.24181159324788,45.47367820213169,44.85227738856484,45.39948272705078,35386100,0.0,0.0,48.812555122375485,,47.89080062306444,21.707342764324963
2022-02-02 00:00:00-05:00,44.750251526553136,45.98378347412771,44.60185705161216,45.91885757446289,37962700,0.0,0.0,48.644220161437985,,47.702996523197626,25.45308987899128
2022-02-03 00:00:00-05:00,45.677723593571336,46.08580756620817,44.750257124666334,44.778079986572266,42145800,0.0,0.0,48.38499355316162,,47.424433043519024,24.618886095314522
2022-02-04 00:00:00-05:00,44.72668183848054,45.08180483587133,44.044474215173935,44.86685943603516,32431500,0.365,0.0,48.123713684082034,,47.18085460471104,20.598740900587984
2022-02-07 00:00:00-05:00,44.9790042687875,45.474304846959285,44.82013205232649,45.02573013305664,27558500,0.0,0.0,47.896810150146486,,46.97560465502966,23.41929852962913
2022-02-08 00:00:00-05:00,44.838820039083416,45.73596940542432,44.76405937436569,45.61448287963867,28051200,0.0,0.0,47.61726322174072,,46.845974009754336,30.15445279423828
2022-02-09 00:00:00-05:00,46.100441077019845,46.69854067273571,45.63317532224748,46.6424674987793,35217300,0.0,0.0,47.35665454864502,,46.826592437280524,41.83111453836187
2022-02-10 00:00:00-05:00,45.96026273730189,46.661161412354325,45.56775762549592,45.66121292114258,32762700,0.0,0.0,47.05486640930176,,46.71560391193405,38.07037336833967
2022-02-11 00:00:00-05:00,45.74532307973072,45.89484799491961,44.39025153054413,44.5117416381836,37208200,0.0,0.0,46.73270320892334,,46.50571226681496,34.70987264069177
2022-02-14 00:00:00-05:00,44.78274889229425,45.025729084764606,44.0257806398751,44.46501159667969,28456900,0.0,0.0,46.37295989990234,,46.311359822040174,37.279224563873626
2022-02-15 00:00:00-05:00,44.57715592053723,45.287398334299496,44.10054283074843,45.26870727539063,35837900,0.0,0.0,46.096992301940915,,46.212059579502125,38.187296321355454
2022-02-16 00:00:00-05:00,44.91358770707936,45.31543655994511,44.483700483462655,45.07245635986328,26022900,0.0,0.0,45.864077758789065,,46.103525939536524,53.122278651111806
2022-02-17 00:00:00-05:00,44.726676755759605,45.1004872050473,44.278102077641584,44.45566177368164,32030600,0.0,0.0,45.67359313964844,,45.94658649516939,51.11058544598802
2022-02-18 00:00:00-05:00,43.166013996917606,43.18470505700506,41.59600059912309,42.091304779052734,76520100,0.0,0.0,45.36489067077637,,45.57941680792019,33.742780076981404
2022-02-22 00:00:00-05:00,41.76420974731445,42.43707354064195,40.97920317675059,41.76420974731445,57093300,0.0,0.0,45.044471168518065,,45.21606375452917,31.842136251096107
2022-02-23 00:00:00-05:00,42.21278659149934,42.7174344624404,41.63337805354189,41.72683334350586,38176700,0.0,0.0,44.76577358245849,,44.88375609633648,28.001992186592958
2022-02-24 00:00:00-05:00,41.02593360177672,43.72672902200007,40.77360967312874,43.66131210327149,72740100,0.0,0.0,44.551802444458005,,44.76733285890172,44.59029455743952
2022-02-25 00:00:00-05:00,43.85756481082986,44.6612624937742,43.222083087802005,44.58649826049805,39266300,0.0,0.0,44.55288944244385,,44.75011051619661,48.743710003244324
2022-02-28 00:00:00-05:00,43.922983262756105,44.68929885576098,43.7828021029568,44.57715606689453,41946100,0.0,0.0,44.56834888458252,,44.733638663882125,47.96265129251602
2022-03-01 00:00:00-05:00,44.42762450449613,44.76405638565044,43.19404331689994,43.7547607421875,53853000,0.0,0.0,44.49214134216309,,44.6404121951493,41.72898999060443
2022-03-02 00:00:00-05:00,44.40893525922856,45.78269764164299,44.37155314536384,45.67055130004883,46936500,0.0,0.0,44.50569477081299,,44.738520681330215,45.99382237730922
2022-03-03 00:00:00-05:00,45.0257280598693,45.37150371748581,44.50238913526897,44.79209518432617,36389900,0.0,0.0,44.449356651306154,,44.74362301494888,46.38693197027768
2022-03-04 00:00:00-05:00,44.268755108939104,45.10983486501204,44.268755108939104,44.92292785644531,38310700,0.0,0.0,44.4565990447998,,44.76069966651997,51.867537387131684
2022-03-07 00:00:00-05:00,44.86684992208826,45.36215397696024,44.483692199425576,44.55845642089844,43813700,0.0,0.0,44.44117889404297,,44.7414384050322,50.412504462511535
2022-03-08 00:00:00-05:00,44.56781088092279,45.530380856554565,43.820186311224674,44.39025115966797,44813900,0.0,0.0,44.40940494537354,,44.7079920007118,45.891621678518774
2022-03-09 00:00:00-05:00,45.24067515411003,45.28740102167746,43.82018667733799,44.5117416381836,36076500,0.0,0.0,44.35426788330078,,44.689301489994826,47.359173148898776
2022-03-10 00:00:00-05:00,44.19399571433212,44.21268677222132,43.137974115798414,43.60523986816406,36456000,0.0,0.0,44.20240650177002,,44.58605752601094,46.10112080119289
2022-03-11 00:00:00-05:00,44.06315963810996,44.184646160792845,42.773505228836,42.8295783996582,27082100,0.0,0.0,44.0608247756958,,44.418773799691635,53.961850094371684
2022-03-14 00:00:00-04:00,42.89499953323924,42.96976020339688,41.39974691558192,41.493202209472656,35993900,0.0,0.0,43.909897804260254,,44.1401479339565,48.68781369514456
2022-03-15 00:00:00-04:00,41.58665198222509,41.960466010294425,41.18480314978474,41.87635803222656,34448900,0.0,0.0,43.7804651260376,46.17390655517578,43.92454889569651,50.70052411077563
2022-03-16 00:00:00-04:00,42.334277028541415,43.57720565795898,42.30624222380277,43.57720565795898,38885500,0.0,0.0,43.69589004516602,46.05844108581543,43.891468587340555,49.59714169400741
2022-03-17 00:00:00-04:00,43.28749464823176,44.19399125718266,42.73612097345045,44.053810119628906,28555000,0.0,0.0,43.6449577331543,45.95380615234375,43.90692968565373,47.33392825026835
2022-03-18 00:00:00-04:00,43.754761501233176,44.483694879743226,43.31553058600045,44.3435173034668,46237100,0.0,0.0,43.639350509643556,45.841424255371095,43.94850945877878,48.86257316566315
2022-03-21 00:00:00-04:00,44.352865805324726,44.754714650660034,43.98839907698687,44.28744888305664,32910900,0.0,0.0,43.74915771484375,45.725324096679685,43.9807894039481,52.8023918496015
2022-03-22 00:00:00-04:00,44.390248541049736,45.296745283620965,44.296796812208456,45.221981048583984,27923300,0.0,0.0,43.92204627990723,45.63848770141602,44.09899813200866,47.368444609552284
2022-03-23 00:00:00-04:00,45.28738862310144,46.334066307824166,44.91357821994692,45.10982894897461,37126400,0.0,0.0,44.091196060180664,45.51657585144043,44.19526773362446,52.048149160891285
