Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2023-07-03 00:00:00-04:00,32.8700176594415,33.21302468720255,32.47800642328926,32.94841766357422,15753000,0.0,0.0,INTC
2023-07-05 00:00:00-04:00,32.644612452061054,32.66421338768522,31.85079138251512,31.8605899810791,37664700,0.0,0.0,INTC
2023-07-06 00:00:00-04:00,31.262775625678355,31.399980302407595,30.753162527536734,31.331377029418945,41693600,0.0,0.0,INTC
2023-07-07 00:00:00-04:00,31.36077891206632,31.76258874233732,31.184374231606252,31.213775634765625,28345700,0.0,0.0,INTC
2023-07-10 00:00:00-04:00,31.23338025025304,32.17420470047592,31.135377430756115,32.086002349853516,36305700,0.0,0.0,INTC
2023-07-11 00:00:00-04:00,32.16439638362285,32.69361038898678,31.850788914924802,32.63480758666992,28148800,0.0,0.0,INTC
2023-07-12 00:00:00-04:00,33.017019605675934,33.39923224945889,32.39960694567266,33.30122756958008,37762200,0.0,0.0,INTC
2023-07-13 00:00:00-04:00,33.46782974323811,33.61483113812526,32.948414346848494,33.19342041015625,32745800,0.0,0.0,INTC
2023-07-14 00:00:00-04:00,33.105220867382876,33.19342320714573,32.340803081768925,32.48780822753906,30426200,0.0,0.0,INTC
2023-07-17 00:00:00-04:00,32.49760504848202,33.9088386690032,32.40940271354346,33.683433532714844,34111200,0.0,0.0,INTC
2023-07-18 00:00:00-04:00,33.59523025960864,34.00684239065943,33.154222335727155,33.81083679199219,29679500,0.0,0.0,INTC
2023-07-19 00:00:00-04:00,33.71283408863307,34.14404339222299,33.64423269348231,33.77163314819336,26486700,0.0,0.0,INTC
2023-07-20 00:00:00-04:00,33.02682092821433,33.5266316955034,32.5662082931762,32.70341110229492,37878000,0.0,0.0,INTC
2023-07-21 00:00:00-04:00,33.05621945219162,33.56583254084737,32.752410570926834,33.34042739868164,79724100,0.0,0.0,INTC
2023-07-24 00:00:00-04:00,33.164021822645815,33.77163583016144,32.88961622025087,32.95821762084961,25225800,0.0,0.0,INTC
2023-07-25 00:00:00-04:00,33.02681581094367,33.65403069173026,32.7328093028869,33.4188232421875,31771100,0.0,0.0,INTC
2023-07-26 00:00:00-04:00,33.04642240194962,33.84023973578182,33.02682146625675,33.67363739013672,32643200,0.0,0.0,INTC
2023-07-27 00:00:00-04:00,34.12444741500018,34.33025163033883,33.428631026857396,33.859840393066406,58890800,0.0,0.0,INTC
2023-07-28 00:00:00-04:00,36.01589557238271,36.25110306595705,34.80066370949184,36.09429931640625,90863000,0.0,0.0,INTC
2023-07-31 00:00:00-04:00,36.13349867503712,36.44710618477165,34.95746864428442,35.05547332763672,55630700,0.0,0.0,INTC
2023-08-01 00:00:00-04:00,35.10447031949267,35.300475928267105,34.57525629735052,35.084869384765625,24702200,0.0,0.0,INTC
2023-08-02 00:00:00-04:00,34.44785397276639,34.47725350402442,33.59523018132506,33.703033447265625,39052000,0.0,0.0,INTC
2023-08-03 00:00:00-04:00,33.60503449928593,34.33025039539027,33.44823075916909,34.17344665527344,24817900,0.0,0.0,INTC
2023-08-04 00:00:00-04:00,33.91280775321122,34.975043685807705,33.91280775321122,34.56195068359375,26664300,0.125,0.0,INTC
2023-08-07 00:00:00-04:00,34.82750622354184,34.965202626684565,34.17836335733644,34.65046691894531,22486900,0.0,0.0,INTC
2023-08-08 00:00:00-04:00,34.09967917404251,34.52260600489445,33.30300601746458,34.44392395019531,34753600,0.0,0.0,INTC
2023-08-09 00:00:00-04:00,34.4242522169312,34.52260572248699,33.66691821792523,33.716094970703125,28720200,0.0,0.0,INTC
2023-08-10 00:00:00-04:00,34.129187595095544,34.512771515517244,33.91280538277738,34.10951614379883,30957300,0.0,0.0,INTC
