Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI_14,OBV,ATR_14
2023-06-01 00:00:00-04:00,31.16477218253184,31.30197685645799,30.400354420184527,30.508155822753903,52667400,0.0,0.0,,,30.508155822753903,,52667400,
2023-06-02 00:00:00-04:00,30.772761200805327,30.958966332449027,30.214147675122152,30.684558868408203,36496200,0.0,0.0,,,30.52495611281622,,89163600,
2023-06-05 00:00:00-04:00,30.684561064934964,30.77276340364597,29.234125513850884,29.263526916503903,48244100,0.0,0.0,,,30.404819998881713,,40919500,
2023-06-06 00:00:00-04:00,29.175323279090467,30.82176436940935,29.106721878535176,30.341550827026367,42295300,0.0,0.0,,,30.39879436346692,,83214800,
2023-06-07 00:00:00-04:00,30.41015482791563,30.74336324083592,30.31215202366001,30.655160903930664,39098000,0.0,0.0,,,30.423210224463467,,122312800,
2023-06-08 00:00:00-04:00,30.802164965368004,31.213775258395675,30.43955514110036,31.18437385559082,35199000,0.0,0.0,,,30.49570199885655,,157511800,
2023-06-09 00:00:00-04:00,31.292177057349,31.3509779935742,30.067146648710203,30.71396255493164,40218000,0.0,0.0,,,30.51648871848275,,117293800,
2023-06-12 00:00:00-04:00,30.772764025508007,32.63480990512271,30.73356402375987,32.40940475463867,59881600,0.0,0.0,,,30.696766436211885,,177175400,
2023-06-13 00:00:00-04:00,33.09542124932797,33.27182592341884,32.4094034876964,33.23262405395508,51990000,0.0,0.0,,,30.938276685520762,,229165400,
2023-06-14 00:00:00-04:00,33.193418478551976,34.888859889360376,33.12481708389755,34.8692626953125,74404300,0.0,0.0,,,31.312656305500926,,303569700,
2023-06-15 00:00:00-04:00,34.57525529255383,35.69248237005532,34.51645622857749,35.104469299316406,67676300,0.0,0.0,,,31.673781352530973,,371246000,
2023-06-16 00:00:00-04:00,35.63368361033754,36.064892949994906,34.8888630599796,35.64348220825195,110188500,0.0,0.0,,,32.051848100694876,,481434500,
2023-06-20 00:00:00-04:00,36.0354973521753,36.36870579508499,34.0264480957329,34.30085372924805,65970200,0.0,0.0,,,32.26603911293804,,415464300,
2023-06-21 00:00:00-04:00,34.22244345650248,34.34984764997736,32.17419645626733,32.2427978515625,70973500,0.0,0.0,,,32.2638256594737,57.04057349446093,344490800,1.3433329763954585
2023-06-22 00:00:00-04:00,32.03699391346735,32.57601028427737,31.488182682818767,32.05659484863281,45740300,0.0,0.0,,,32.244089391774565,56.191229957747346,298750500,1.3566333453372543
2023-06-23 00:00:00-04:00,31.56658116059826,32.781812912699415,31.390176491123963,32.34080123901367,46199200,0.0,0.0,,,32.25330004389257,56.56566649437438,344949700,1.4028346142121528
2023-06-26 00:00:00-04:00,32.527006085935945,33.31102853878273,32.43880374691549,32.67401123046875,38952400,0.0,0.0,,,32.293367775947445,64.79592258916979,383902100,1.3622338577817221
2023-06-27 00:00:00-04:00,32.55640465035372,33.54622743312715,32.35059673006796,33.4188232421875,33038900,0.0,0.0,,,32.40055401082745,63.74780303839811,416941000,1.3251330157949373
2023-06-28 00:00:00-04:00,32.93861974932619,33.13462537147452,32.370203818945654,32.899417877197266,33906900,0.0,0.0,,,32.44806485524362,59.84524886711239,383034100,1.369233601942504
2023-06-29 00:00:00-04:00,32.67400853399177,32.67400853399177,31.840989419708507,32.25259780883789,38313000,0.0,0.0,32.33982152938843,,32.429448946062124,54.638292261846686,344721100,1.389534197670607
2023-06-30 00:00:00-04:00,32.693606998728754,32.88961258096364,32.49760141649386,32.77200698852539,33798400,0.0,0.0,32.453014087677005,,32.46207352153482,58.89828942993313,378519500,1.3433330139035895
2023-07-03 00:00:00-04:00,32.8700176594415,33.21302468720255,32.47800642328926,32.94841766357422,15753000,0.0,0.0,32.566207027435304,,32.50839201125286,52.68292738500261,394272500,1.2586309363123198
2023-07-05 00:00:00-04:00,32.644612452061054,32.66421338768522,31.85079138251512,31.8605899810791,37664700,0.0,0.0,32.69606018066406,,32.44669657980774,43.346001695733975,356607800,1.2754312109792243
2023-07-06 00:00:00-04:00,31.262775625678355,31.399980302407595,30.75316252753673,31.331377029418945,41693600,0.0,0.0,32.74555149078369,,32.3404756702469,30.777419368879308,314914200,1.2285301144134773
2023-07-07 00:00:00-04:00,31.360776995734906,31.76258680145292,31.18437232605422,31.213773727416992,28345700,0.0,0.0,32.773482131958005,,32.23317072331072,28.586826832576776,286568500,1.1858292811221105
2023-07-10 00:00:00-04:00,31.23337653692382,32.1742008752923,31.135373729078424,32.08599853515625,36305700,0.0,0.0,32.81856336593628,,32.21915432443886,31.113440102394605,322874200,1.176029085136294
