Date,Open,High,Low,Close,Volume,Symbol,SMA_20,SMA_50,EMA_20,RSI_14,OBV,ATR_14,Daily_Return
2023-08-17,33.007942201118006,33.0374475030434,31.817843746867872,32.044063568115234,39906700,INTC,34.073682975769046,,33.81210559821256,26.876535676032844,149222000,1.0470043982471806,-0.028332703689420535
2023-08-18,31.699819065082128,32.36863342885599,31.65064231079349,32.211265563964844,23692300,INTC,34.017224884033205,,33.65964464256992,31.96725038479734,172914300,0.991886819802656,0.005217877423510764
2023-08-21,32.063730695957865,32.6243539342114,31.49327360788662,32.5948486328125,43718200,INTC,33.99905643463135,,33.5582354987835,34.8913904421367,216632500,1.0208768751069173,0.011908351383646876
2023-08-22,32.6735380502047,33.24399520132266,32.28995408184249,32.34896469116211,23434200,INTC,33.945563316345215,,33.44306685043861,40.47024572752831,193198300,0.9826204131949426,-0.007543644224899504
2023-08-23,32.3391283425487,33.58823741993685,32.26044253360494,33.4210319519043,32324300,INTC,33.9329330444336,,33.44096828867344,45.11808762889149,225522600,1.0144615095212566,0.03314069773104933
2023-08-24,33.165306572463045,33.52921901502571,31.955540545609782,32.05389404296875,37931000,INTC,33.84263591766357,,33.3088659795587,35.56055119535178,187591600,1.0509931192940738,-0.040906513925212606
2023-08-25,31.994883798587985,32.85057509357383,31.81784447906994,32.70304107666016,27324800,INTC,33.673073387146,,33.251168369758844,39.46810099611413,214916400,1.0685567868051995,0.020251737053264884
2023-08-28,32.94892679582099,33.22431961020821,32.66369637980811,33.066951751708984,22341800,INTC,33.57364768981934,,33.23362392994457,42.67781153658751,237258200,1.0123540960137265,0.011127731949936104
2023-08-29,32.93909468243524,33.912807185742764,32.9194232300927,33.74560546875,29943600,INTC,33.50668468475342,,33.282384076497465,50.157750063214216,267201800,1.022189556805748,0.020523624981729327
2023-08-30,33.499716745329984,34.089845286735404,33.22432017432113,33.96198272705078,26279200,INTC,33.519631958007814,,33.34710775750254,49.196136132449325,293481000,1.0271073116343306,0.006412012921242605
2023-08-31,33.75543988378352,34.975043685807705,33.73576843111181,34.56195068359375,48157600,INTC,33.53905735015869,,33.46280708379694,51.28470767563957,341638600,1.0741773545642277,0.01766586955081073
2023-09-01,35.20125973908189,36.14546695499011,35.14224538110789,36.00777053833008,43782600,INTC,33.61134834289551,,33.70518455565724,54.46686845293716,385421200,1.10017137404833,0.04183270406154027
2023-09-05,35.978262259449934,36.79460684153192,35.86023355326444,36.10612106323242,43379400,INTC,33.68413105010986,,33.933845175426306,60.10416199529489,428800600,1.1015764355770197,0.0027313694636452723
2023-09-06,35.95858821268886,36.43069174751434,35.43730417786343,36.37167739868164,39643400,INTC,33.78051872253418,,34.166019672879195,69.98842740839109,468444000,1.0805003551978436,0.007354884092482639
2023-09-07,36.22414986154304,37.70930877467065,36.145464057219264,37.55194091796875,67659700,INTC,33.97231101989746,,34.48848836288772,81.53152700645761,536103700,1.1050889952889764,0.0324500711460145
2023-09-08,37.4929262113746,38.19124958635702,37.08967084787984,37.38473510742188,44255200,INTC,34.13607196807861,,34.76432138617669,79.61709439338635,491848500,1.1324881110328815,-0.0044526542825609194
2023-09-11,37.61095536569803,38.10273038812013,37.217533846982086,37.955196380615234,36349300,INTC,34.31802883148193,,35.068214242789885,80.04408743080609,528197800,1.1149249835195436,0.015259203296591028
2023-09-12,38.01420812130984,39.4108472880644,38.01420812130984,38.22075271606445,55326600,INTC,34.474413108825686,33.935362281799314,35.368456002149365,82.83823130343072,583524400,1.1507542540887576,0.006996573875845957
2023-09-13,38.161742772262606,38.50598755520661,37.62079097271727,38.07322311401367,35407800,INTC,34.668172454833986,34.037858390808104,35.626052869945966,79.01838359515169,548116600,1.1191400895285732,-0.003859934500682227
2023-09-14,38.17157848394199,38.26009813780729,37.66996586139009,38.033878326416016,30616500,INTC,34.92094478607178,34.161324157714844,35.85536958008597,94.7058531635694,517500100,1.0488867900286645,-0.001033397868098418
2023-09-15,37.78798821922227,37.88634546783916,37.00114899001414,37.256874084472656,68868800,INTC,35.18158531188965,34.27983413696289,35.98884619955137,83.40545586627077,448631300,1.048886698735663,-0.02042926664682787
2023-09-18,37.00115032324325,37.75848428112735,36.89295922183901,37.36506652832031,29322200,INTC,35.43927536010742,34.402859954833986,36.11991480229127,82.75860464872875,477953500,1.0706654007991092,0.0029039592425910143
2023-09-19,37.41424629005267,37.473256894153685,35.42747465982539,35.742210388183594,53288100,INTC,35.59664344787598,34.47598426818848,36.08394295332864,63.30274250021352,424665400,1.1458367064189825,-0.043432443480508676
2023-09-20,35.62418458541059,35.6536898867632,34.06033983064438,34.11935043334961,57660800,INTC,35.685162734985354,34.50567520141602,35.896838903806824,50.88299998672921,367004600,1.204147095356478,-0.045404577310934946
2023-09-21,34.00132746434375,34.67014184838313,33.893136350462974,34.080013275146484,45215900,INTC,35.71811180114746,34.52125099182129,35.723807891553456,47.11426406047352,321788700,1.1711278270153538,-0.0011529281098117128
2023-09-22,34.237378206180104,34.316060258283514,33.578397729078986,33.61774063110352,29232700,INTC,35.7963041305542,34.52973731994629,35.52323005722489,33.7783508357671,292556000,1.11070970257308,-0.013564332863100215
2023-09-25,33.44070265186533,33.804615130179045,33.21448658415974,33.72593307495117,21729400,INTC,35.84744873046875,34.55449996948242,35.35205891605597,33.86670390021402,314285400,1.086120792412496,0.0032183139561601237
2023-09-26,33.578396636057406,34.20786804017717,33.08662163259565,33.27349853515625,34198300,INTC,35.85777606964111,34.54630126953125,35.15410078454171,29.51891055207234,280087100,1.0952535665503969,-0.013415034027063122
2023-09-27,33.362016538710535,34.25705070334605,33.322677387430296,34.04066848754883,44369100,INTC,35.87252922058106,34.55089782714844,35.04805961339953,25.44708043313216,324456200,1.0538040987459978,0.02305648597733123
2023-09-28,34.08000756439011,35.073391371665416,33.8144486253493,34.601287841796875,32265300,INTC,35.90449447631836,34.56749099731445,35.00550992086595,31.551500073322217,356721500,1.0650443850202076,0.01646910531304946
2023-09-29,35.06356340977526,35.319284791074416,34.58162219831852,34.965206146240234,28758500,INTC,35.92465724945068,34.612726821899415,35.00167146613969,29.62469052617565,385480000,1.0545062458500545,0.01051747860100627
2023-10-02,35.02422011387612,35.38813260503356,34.40458249232464,34.876686096191406,26086200,INTC,35.86810302734375,34.64345199584961,34.98976809757319,26.648400094405066,359393800,1.0207847605114648,-0.002531661036934807
2023-10-03,34.68980845092264,35.93891738317694,34.68980845092264,35.10289764404297,45292600,INTC,35.81794185638428,34.68634559631348,35.00054234009412,29.483680544759963,404686400,1.046778499780391,0.006486039047048919
2023-10-04,35.91924574959853,35.91924574959853,34.748822623128994,35.338951110839844,39842200,INTC,35.76630554199219,34.724748077392576,35.032771746831806,31.878315768088456,444528600,1.0882278462127009,0.006724614850618593
2023-10-05,35.37829594163346,35.50615474471777,35.01437972746714,35.29961013793945,25771200,INTC,35.653689002990724,34.757267532348635,35.058184926937294,35.38914533541019,418757400,1.0495882519876116,-0.0011132467621067788
2023-10-06,35.279937456828144,35.86023210702724,34.6012893073867,35.59467315673828,33252300,INTC,35.56418590545654,34.791964263916014,35.1092790440612,37.142831813885216,452009700,1.0776895191556253,0.008358818061894091
2023-10-09,35.11273733222375,35.57500330172597,34.9160265729728,35.46681594848633,19376100,INTC,35.4397668838501,34.77941474914551,35.14333017781597,47.44524979174289,432633600,0.9800369726868532,-0.0035920320911205783
2023-10-10,35.5455000088046,36.135632319891045,35.22093042686105,35.83073043823242,24044100,INTC,35.320265769958496,34.79492004394531,35.2087968692842,70.7143463983482,456677700,0.9252392109361948,0.010260703703277363
2023-10-11,36.017601759836104,36.42085713002743,35.781551849060826,36.2733268737793,19262600,INTC,35.23027095794678,34.81868927001953,35.31018067923611,74.1865246961983,475940300,0.915403481153798,0.01235242570088979
2023-10-12,36.1946391857841,36.60773213606729,35.79138383657303,36.23398208618164,23639200,INTC,35.14027614593506,34.869308166503906,35.398161765611874,81.81818181818178,452301100,0.92102389331735,-0.0010846754623463628
2023-10-13,36.13563377066977,36.1848105272482,35.27010859749462,35.378299713134766,28390100,INTC,35.04634742736816,34.89340530395508,35.39627014156643,67.00411247356098,423911000,0.9477199606507584,-0.023615466028869103
2023-10-16,35.54549848592473,36.3323377817168,35.4864878837064,35.95859146118164,29555800,INTC,34.97602367401123,34.921338119506835,35.44982455295836,76.92317107595377,453466800,0.9357765078650812,0.016402477019872963
2023-10-17,35.3291157906487,35.75204260985726,34.493099753764234,35.46681594848633,24993600,INTC,34.962253952026366,34.937665100097654,35.451442781103886,65.13574788868107,428473200,0.9702007606670529,-0.013676161738042425
2023-10-18,34.935697428830494,35.42747244260579,34.8668492270576,35.0537223815918,22086000,INTC,35.008972549438475,34.94986106872559,35.41356464781702,54.95692267312638,406387200,0.923131044603668,-0.01164732598196938
2023-10-19,35.36845948464315,35.76188101195215,34.93569880615984,35.083229064941406,29201800,INTC,35.05913333892822,34.97720375061035,35.38210411611458,51.39531674353033,435589000,0.9294538741062688,0.0008417560631193144
2023-10-20,35.063560630992285,35.68319445840024,34.29638904400115,34.34556579589844,32291800,INTC,35.095524597167966,34.98192474365234,35.2833861808559,44.55640337117486,403297200,0.9582578242269948,-0.021026093911638122
2023-10-23,34.03083353818108,34.61112827418337,32.840738762430185,33.29317092895508,53924700,INTC,35.073886489868165,34.96146697998047,35.09384187115106,34.13794510040985,349372500,0.995492151334058,-0.030641360611070145
2023-10-24,33.08662280371101,34.13902104821362,33.08662280371101,34.02099609375,52673900,INTC,35.11126136779785,34.94002555847168,34.991666082827145,39.36506978851666,402046400,0.9870618026221348,0.021861094767694045
2023-10-25,33.61774244801486,33.88330142311442,32.01455474735268,32.28995132446289,44658500,INTC,35.023725509643555,34.90186386108398,34.73435991536388,30.922678433083178,357387900,1.095252254704041,-0.050881660387513405
2023-10-26,32.348960764501015,32.673534084145444,31.62113582363375,31.985048294067383,59142500,INTC,34.89291353225708,34.88199619293213,34.47252071333564,27.14818085810589,298245400,1.0804990733376951,-0.00944265995732585
2023-10-27,34.08984298794316,35.781550195415,34.03082863700385,34.95536804199219,84128200,INTC,34.89242162704468,34.94022228240967,34.5185061732077,47.61903662556118,382373600,1.303203024593562,0.09286588285301245
2023-10-30,34.886519198480364,35.36845659045408,34.34556370471026,35.10289764404297,36656300,INTC,34.903732204437254,34.99805492401123,34.57416250376344,46.542024129366574,419029900,1.3109309526445496,0.004220513480892363
2023-10-31,35.07339587318911,35.96842630026138,35.034052969330894,35.89957809448242,41185200,INTC,34.94356622695923,35.06414951324463,34.700392560022394,48.28209749065179,460215100,1.332007241927684,0.022695575120837752
2023-11-01,35.899576894944936,36.706087637360646,35.68319468290073,36.67658233642578,41710700,INTC,35.01044778823852,35.1507018661499,34.888601110156046,51.9051786705375,501925800,1.3467604315680883,0.02164382656248498
2023-11-02,36.961812843096055,37.19786275504848,36.302832355675335,37.079837799072266,35440000,INTC,35.099459171295166,35.22387798309326,35.09729031862425,57.62113307560956,537365800,1.341843068045669,0.010994902931453998
2023-11-03,37.37490353236572,37.68963926195629,37.0503302007559,37.51259994506836,30493400,INTC,35.19535551071167,35.33305210113525,35.32731980685703,57.05357003720936,567859200,1.3193624246612654,0.01167109058947724
2023-11-06,37.51753421530223,37.695155665246695,37.34977895067342,37.44845962524414,23877200,INTC,35.29443769454956,35.42796047210693,35.529333122893895,59.35786076805376,543982000,1.2393542108866846,-0.0017098340269173784
2023-11-07,37.73462737269627,38.385904758025376,37.47806138691897,38.25762176513672,32052000,INTC,35.41578226089477,35.53177387237549,35.78917013644083,64.58413788792265,576034000,1.263459811697578,0.021607354427660264
2023-11-08,38.33656333508964,38.37603560514898,37.251102258437705,37.418853759765625,33483400,INTC,35.47305860519409,35.6052388381958,35.944378100567,59.90220867432639,542550600,1.2847991789060755,-0.021924206646201982
2023-11-09,37.54713779018939,38.01092756546248,37.27083942072439,37.30044174194336,48955800,INTC,35.52638158798218,35.67200801849365,36.07352701879332,63.22186566527268,493594800,1.2386050882160045,-0.0031645014725060205
2023-11-10,37.73462662816008,38.47471472253525,37.73462662816008,38.34643173217773,38862500,INTC,35.67478818893433,35.74769763946533,36.28999413435374,72.6242506159543,532457300,1.1960253359901978,0.028042294980602955
2023-11-13,37.84316736723504,38.06026106599183,37.635943617121264,37.724754333496094,24558300,INTC,35.76309633255005,35.782037315368655,36.426637962843486,66.74143760916911,507899000,1.1716031838869014,-0.016212131627359794
2023-11-14,38.28722502524342,38.96810851136614,37.56687303319415,38.88916397094727,45457400,INTC,35.9342137336731,35.83769817352295,36.66116424932956,81.43975094549485,553356400,1.128374193299378,0.030865930289631915
2023-11-15,39.066786699804304,40.30026695205338,39.05692051407083,40.07330703735352,47392100,INTC,36.18519296646118,35.91173076629639,36.98613022914137,85.55511676673572,600748500,1.1539959590561215,0.030449177752725154
2023-11-16,40.45815070157873,42.82643419957941,40.280529251014535,42.77709197998047,86405700,INTC,36.56988611221313,36.01623378753662,37.53765039588795,85.20850519022115,687154200,1.079469191975998,0.06747097114063161
2023-11-17,42.34290702568293,43.23101425170898,41.99753408460766,43.23101425170898,49735000,INTC,37.01415853500366,36.13315937042236,38.07987552501377,85.60555802684436,736889200,1.0945111406443908,0.01061134010560938
2023-11-20,43.20141171013172,44.33621506262218,43.20141171013172,44.14872741699219,44564900,INTC,37.55693635940552,36.2570299911499,38.65786141948791,85.75659196876589,781454100,1.1088275707558175,0.021228120162527286
2023-11-21,43.911897974504114,44.06978329979618,42.72775615267211,43.063262939453125,37252100,INTC,38.00904970169067,36.35388019561768,39.07742346900841,76.96257001413974,744202000,1.137261735745829,-0.024586540565182502
2023-11-22,43.44810406483085,44.04017680174799,42.96458194884538,43.09286117553711,31481200,INTC,38.54919519424438,36.45427295684814,39.45984610772543,76.21207817803645,775683200,1.1501591967122191,0.0006873198653245538
2023-11-24,43.10272997568714,43.41850058791116,43.0336553895308,43.3790283203125,13037100,INTC,39.11889419555664,36.56117595672608,39.83310155654324,75.90411370091593,788720300,1.1319832065107889,0.006640708854529276
2023-11-27,43.07313425128787,43.96123782252361,43.07313425128787,43.49745178222656,33339900,INTC,39.54599838256836,36.68598751068115,40.182087292322606,76.58281641492148,822060200,1.1707494105581076,0.0027299703681609166
2023-11-28,43.11259769740228,43.79348116276332,43.08299537778928,43.64546203613281,24548900,INTC,39.97312660217285,36.8115954208374,40.511932506018816,75.13809676705131,846609100,1.1545380285718794,0.00340273390375323
2023-11-29,44.01057400004191,44.74079596740847,44.01057400004191,44.3460807800293,38982000,INTC,40.3954517364502,36.98367282867432,40.877089484496,82.74252113289106,885591100,1.1524237846121923,0.016052499188036196
2023-11-30,44.05991447429258,44.49409815176386,43.82308461840098,44.1092529296875,46263000,INTC,40.76708526611328,37.18347087860107,41.184914574514245,81.82653974249752,839328100,1.147489883799677,-0.005340446014080458
2023-12-01,43.77374279486742,43.77374279486742,42.29356666121382,43.16193771362305,43922500,INTC,41.07119026184082,37.36510936737061,41.37320249252461,72.71877481353187,795405600,1.1933051186483756,-0.02147656451072799
2023-12-04,42.72775176074531,42.73762170997078,41.13902872088735,41.790306091308594,50417600,INTC,41.28507556915283,37.52856067657471,41.41292664478975,67.91302862897831,744988000,1.287049467054035,-0.03177873133071896
2023-12-05,41.35612349986118,41.731102530170645,41.06008900826224,41.365989685058594,31859300,INTC,41.48095207214355,37.681361808776856,41.40845645814869,61.67439883458289,713128700,1.239119581687918,-0.010153464904585796
2023-12-06,41.91859060045017,42.027137460168056,40.6259019977016,40.72458267211914,31992300,INTC,41.60430011749268,37.83038349151612,41.343325621383975,53.23528386239012,681136400,1.2384147589279435,-0.015505660998874404
2023-12-07,41.19824134769675,41.87912110704372,40.63577464121815,41.59295654296875,29118700,INTC,41.81300525665283,37.98142925262451,41.36709999486824,42.80579774635091,710255100,1.1305732806136355,0.021323088264428414
2023-12-08,41.28704997543026,42.39224719590146,41.25744765479176,42.135684967041016,42805900,INTC,42.05476741790771,38.1321171951294,41.4402985636466,43.41638120394195,753061000,1.123524664471377,0.013048565651051725
2023-12-11,42.58960325966863,44.138854055701096,42.51066248602941,43.95136642456055,48288200,INTC,42.33501415252685,38.3118404006958,41.67944788373365,48.9293136324448,801349200,1.1855507884834928,0.04309130037733522
2023-12-12,43.77374409698788,43.85268486903736,43.05339214222901,43.45797348022461,31452200,INTC,42.62167510986328,38.48346614837647,41.84883127387564,52.28831165499484,769897000,1.1481938611985971,-0.011225884073088221
2023-12-13,43.49744635851452,44.12898760089946,42.75735825929165,43.9809684753418,35216100,INTC,42.876265335083005,38.66102756500244,42.05189195972956,54.87013639026023,805113100,1.1693391818203966,0.012034500305339257
2023-12-14,44.41515336581766,46.44793008966711,44.05991423037119,44.58290863037109,70620800,INTC,43.10174541473389,38.84590671539306,42.292941166457325,56.38076845002258,875733900,1.318061782959322,0.013686377901541036
2023-12-15,45.33286355275876,46.64528830971267,45.06643137433316,45.54995727539063,84553800,INTC,43.24038867950439,39.05091365814209,42.603133176831925,59.9807823583534,960287700,1.401938647824025,0.021691017359077414
2023-12-18,45.54009380402375,45.61903458514181,44.800005630161714,45.0861701965332,27895700,INTC,43.3331464767456,39.24074359893799,42.83961289299396,56.79703435906241,932392000,1.4096917313958863,-0.010181943224521928
2023-12-19,44.99735762171038,46.06308635526833,44.908546893913886,46.04335021972656,35358800,INTC,43.42787761688233,39.4522742843628,43.14473073363516,57.81818501304702,967750800,1.4139206978300858,0.021230013971489603
2023-12-20,46.02361017386815,46.32951460235054,45.09603446791247,45.15523910522461,38159100,INTC,43.5324764251709,39.63876445770264,43.33620772140558,54.54543043327625,929591700,1.4540968836211714,-0.019288585871005015
2023-12-21,45.865729041858266,46.49727032588724,45.411809214497815,46.457801818847656,28320500,INTC,43.70072345733642,39.842453956604,43.63350239735245,63.89351921683473,957912200,1.420264380206097,0.028846325242298132
2023-12-22,46.62555062770844,47.52352404478188,46.57621217355154,47.36563873291016,30053700,INTC,43.90005397796631,40.06508708953857,43.98894395311985,74.45887373441552,987965900,1.3518938968631349,0.019541107812255598
2023-12-26,48.27348256935273,49.85233959084029,48.06625878514773,49.83260345458984,60287400,INTC,44.21681156158447,40.35417316436767,44.54548295325985,81.49779548129007,1048253300,1.4773570236405469,0.052083425615574
2023-12-27,49.96088549715075,50.60229297367966,49.526698036558166,50.08916473388672,52148000,INTC,44.53899669647217,40.636784629821776,45.07345264665288,85.86543156378993,1100401300,1.4540969861159063,0.005148462281941102
2023-12-28,50.13850372723399,50.19770836675126,49.4970925277232,49.72405242919922,27705200,INTC,44.807895278930665,40.92192935943604,45.5163669116573,82.38989352681702,1072696100,1.415330512773227,-0.00728924721798152
2023-12-29,49.63524162200012,49.9016737922272,49.11224723097072,49.58590316772461,29266500,INTC,45.08172779083252,41.21257297515869,45.90394179318752,80.66608925908848,1043429600,1.3906610142122824,-0.0027783186350572864
2024-01-02,48.54977694264902,48.7273983761933,46.822904822077135,47.16827774047852,45905700,INTC,45.28204479217529,41.45427394866943,46.02435474054857,62.61606322169244,997523900,1.4449345325685248,-0.04875630517545393
2024-01-03,46.4775344106148,47.178154054921954,46.18149990285784,46.42819595336914,35858400,INTC,45.51393928527832,41.69592655181885,46.06281580843624,61.42748704654086,961665500,1.4519830946922805,-0.015690244006392073
2024-01-04,45.11577268702602,46.536740512434,44.64211674522337,46.25057220458984,47797800,INTC,45.758168411254886,41.95507457733154,46.08069736997468,58.97035077006576,913867700,1.4893398393781965,-0.0038257732210337236
2024-01-05,46.40845863071005,47.19788898358277,46.02361340404019,46.27030944824219,34332100,INTC,46.03545475006104,42.20006084442139,46.09875566314301,56.99099838351477,948199800,1.3970051226080014,0.0004267459344080571
2024-01-08,46.44792921427588,48.11559305737197,46.34925230589207,47.8096923828125,42135100,INTC,46.34629154205322,42.51045566558838,46.26170201739725,58.93831887612831,990334900,1.3814982604500154,0.03326934600020914
2024-01-09,47.37550575760561,47.91824005579795,47.16828198790462,47.41497802734375,30097000,INTC,46.61025619506836,42.81905426025391,46.37153782786834,59.26214527878391,960237900,1.3765646256581034,-0.008255948444685024
2024-01-10,47.60246796769483,47.6616726062049,46.31964559049682,46.84264373779297,31480200,INTC,46.75482006072998,43.05679977416992,46.41640505738497,53.27934175896548,928757700,1.3899565938262204,-0.012070748808967524
2024-01-11,46.81304127113789,47.2077564583543,46.11242538989763,47.010398864746094,31707900,INTC,46.932441329956056,43.29494979858399,46.47297589618127,58.0895178383284,960465600,1.3800888033989769,0.0035812480587593676
2024-01-12,46.97092076942365,47.039995353979776,45.994006636825546,46.49726486206055,27448800,INTC,47.05825614929199,43.50690353393555,46.47528913102691,50.18480375431194,933016800,1.3589429102912338,-0.010915329694646703
2024-01-16,46.35911622622149,46.59594606476858,45.767047276277616,46.43806076049805,43720700,INTC,47.15101375579834,43.702133102416994,46.471743571928926,45.28112508252628,889296100,1.3420269504738584,-0.001273281379843172
2024-01-17,45.80651781369869,45.80651781369869,45.04669734109243,45.45127868652344,33488000,INTC,47.14607982635498,43.869561920166014,46.37455643998554,23.758859090763806,855808100,1.263788562007822,-0.0212494246705065
2024-01-18,46.40845993811976,46.941324312035725,45.55982491987204,46.12229537963867,46681300,INTC,47.197886085510255,44.04175582885742,46.35053157709536,27.36490766308665,902489400,1.2933921826071644,0.014763428279833901
2024-01-19,46.37885337888682,48.115591764024586,45.82625291965619,47.51365661621094,55912900,INTC,47.27140140533447,44.24305976867676,46.461305390344464,38.70968496186045,958402300,1.406872397274331,0.03016678214125701
2024-01-22,48.2044044616061,48.520175090034456,47.01039653759373,47.58273315429688,45639500,INTC,47.39277610778809,44.42956199645996,46.56810803453041,39.69544681210135,1004041800,1.4583261109303491,0.001453824921199054
2024-01-23,47.48405314919019,48.29321586647265,46.6946265669979,48.24387741088867,37224100,INTC,47.482079887390135,44.64606246948242,46.727705117993104,56.753438490398224,1041265900,1.3751540362037262,0.013894625482060663
2024-01-24,48.520171543120746,49.11224425135441,47.63206812719406,48.44123077392578,49375800,INTC,47.53585948944092,44.86887825012207,46.89089803760574,63.56379136891464,1090641700,1.4096913199248855,0.0040907442276305606
2024-01-25,49.33921050777817,49.63524501796823,48.32282397588851,48.89515686035156,84845100,INTC,47.48898715972901,45.07985275268555,47.0817798302482,67.17949429598625,1175486800,1.3681054109869637,0.009370655517491722
